graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,has_hamiltonian_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
3190,11,10,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10]]",1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1, ""10"": 1}",512,1,1,2,1.8181818181818181,2,9,0,0,0,1,[11],0.18181818181818182
3191,11,0,[],1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1, ""10"": 1}",512,512,0,0,0.0,1,0,0,0,11,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0
3192,5,4,"[[0, 1], [1, 2], [2, 3], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
3193,7,14,"[[0, 1], [0, 4], [0, 5], [0, 6], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 6], [5, 6]]",4,"[0, 1, 4, 5, 3, 2, 6]","{""5"": 1, ""0"": 2, ""3"": 3, ""4"": 4, ""6"": 2, ""1"": 3, ""2"": 4}",5040,168,1,4,4.0,3,7,7,0,0,1,[7],0.6666666666666666
3194,3,1,"[[1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,4,0,1,0.6666666666666666,2,0,0,0,1,2,"[2, 1]",0.3333333333333333
3195,5,4,"[[0, 1], [1, 2], [2, 3], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
3196,12,18,"[[0, 1], [0, 2], [0, 4], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [6, 7], [7, 8], [7, 9], [8, 9], [10, 11]]",4,"[6, 7, 8, 9, 0, 1, 2, 4, 5, 3, 10, 11]","{""2"": 1, ""4"": 2, ""1"": 3, ""5"": 4, ""0"": 4, ""3"": 3, ""8"": 1, ""7"": 2, ""9"": 2, ""6"": 1, ""10"": 1, ""11"": 1}",512,2,0,5,3.0,4,9,7,2,0,3,"[6, 4, 2]",0.2727272727272727
3197,7,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,48,0,2,0.8571428571428571,2,2,0,0,3,4,"[4, 1, 1, 1]",0.14285714285714285
3198,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
3199,11,10,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10]]",1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1, ""10"": 1}",512,1,1,2,1.8181818181818181,2,9,0,0,0,1,[11],0.18181818181818182
3200,5,5,"[[0, 1], [0, 4], [1, 2], [2, 3], [3, 4]]",2,"[0, 1, 2, 3, 4]","{""0"": 1, ""4"": 1, ""1"": 2, ""2"": 2, ""3"": 2}",120,40,1,2,2.0,2,5,0,0,0,1,[5],0.5
3201,7,7,"[[0, 1], [0, 6], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6]]",2,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""6"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2}",5040,224,1,2,2.0,2,7,0,0,0,1,[7],0.3333333333333333
3202,10,9,"[[0, 7], [0, 8], [1, 4], [2, 5], [2, 6], [3, 7], [4, 9], [5, 7], [5, 9]]",2,"[1, 4, 9, 5, 2, 6, 7, 0, 8, 3]","{""7"": 1, ""0"": 2, ""2"": 2, ""3"": 1, ""5"": 1, ""6"": 2, ""8"": 2, ""1"": 1, ""4"": 1, ""9"": 1}",512,1,0,3,1.8,2,6,2,0,0,1,[10],0.2
3203,3,3,"[[0, 1], [0, 2], [1, 2]]",2,"[0, 1, 2]","{""1"": 1, ""0"": 2, ""2"": 2}",6,6,1,2,2.0,3,3,0,0,0,1,[3],1.0
3204,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
3205,5,4,"[[0, 1], [1, 2], [2, 3], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
3206,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
3207,4,3,"[[1, 2], [1, 3], [2, 3]]",2,"[0, 1, 2, 3]","{""2"": 1, ""1"": 2, ""3"": 2, ""0"": 1}",24,12,0,2,1.5,3,3,0,0,1,2,"[3, 1]",0.5
3208,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
3209,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
3210,5,10,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4]]",4,"[0, 1, 2, 3, 4]","{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4, ""4"": 4}",120,120,1,4,4.0,5,5,5,0,0,1,[5],1.0
3211,9,36,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]",8,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""0"": 8, ""8"": 8}",512,512,1,8,8.0,9,9,9,9,0,1,[9],1.0
3212,4,4,"[[0, 3], [1, 2], [1, 3], [2, 3]]",2,"[0, 1, 3, 2]","{""1"": 1, ""3"": 2, ""0"": 2, ""2"": 1}",24,8,1,3,2.0,3,3,1,0,0,1,[4],0.6666666666666666
3213,7,6,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
3214,9,8,"[[0, 6], [1, 7], [1, 8], [2, 4], [2, 6], [3, 7], [5, 6], [5, 8]]",2,"[0, 6, 2, 5, 4, 8, 1, 7, 3]","{""2"": 1, ""4"": 1, ""5"": 2, ""6"": 2, ""8"": 2, ""0"": 1, ""1"": 1, ""3"": 1, ""7"": 1}",512,4,0,3,1.7777777777777777,2,6,1,0,0,1,[9],0.2222222222222222
3215,8,7,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7]]",1,"[0, 1, 2, 3, 4, 5, 6, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,2,1,2,1.75,2,6,0,0,0,1,[8],0.25
3216,11,1,"[[3, 7]]",1,"[3, 7, 0, 1, 2, 4, 5, 6, 8, 9, 10]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1, ""10"": 1}",512,104,0,1,0.18181818181818182,2,0,0,0,9,10,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.01818181818181818
3217,6,4,"[[0, 1], [0, 2], [0, 3], [1, 4]]",2,"[1, 4, 0, 2, 3, 5]","{""0"": 1, ""2"": 2, ""4"": 2, ""1"": 1, ""3"": 1, ""5"": 1}",720,136,0,3,1.3333333333333333,2,2,1,0,1,2,"[5, 1]",0.26666666666666666
3218,6,5,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
3219,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
3220,10,9,"[[0, 7], [1, 6], [1, 7], [2, 7], [3, 9], [4, 5], [4, 7], [6, 8], [7, 9]]",3,"[2, 8, 6, 1, 7, 4, 5, 0, 3, 9]","{""7"": 1, ""0"": 2, ""9"": 1, ""2"": 1, ""4"": 3, ""5"": 3, ""1"": 2, ""3"": 2, ""6"": 2, ""8"": 2}",512,11,0,5,1.8,2,5,1,1,0,1,[10],0.2
3221,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
3222,6,5,"[[0, 1], [1, 2], [2, 5], [3, 4], [3, 5]]",1,"[0, 1, 2, 5, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
3223,7,12,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [2, 6], [3, 6]]",4,"[1, 4, 0, 2, 5, 3, 6]","{""5"": 1, ""0"": 2, ""1"": 3, ""2"": 4, ""6"": 3, ""3"": 2, ""4"": 4}",5040,568,1,5,3.4285714285714284,3,7,6,1,0,1,[7],0.5714285714285714
3224,9,19,"[[0, 1], [0, 2], [0, 5], [0, 6], [0, 7], [0, 8], [1, 2], [1, 5], [1, 6], [1, 7], [2, 5], [2, 7], [3, 4], [3, 5], [4, 8], [5, 6], [6, 7], [6, 8], [7, 8]]",5,"[3, 5, 4, 0, 1, 2, 6, 8, 7]","{""1"": 1, ""2"": 2, ""0"": 3, ""6"": 4, ""4"": 5, ""5"": 4, ""8"": 5, ""7"": 3, ""3"": 1}",512,15,1,6,4.222222222222222,4,9,7,5,0,1,[9],0.5277777777777778
3225,7,2,"[[0, 1], [2, 3]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,480,0,1,0.5714285714285714,2,0,0,0,3,5,"[2, 2, 1, 1, 1]",0.09523809523809523
3226,4,3,"[[0, 2], [1, 3], [2, 3]]",1,"[0, 2, 3, 1]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
3227,6,4,"[[0, 1], [0, 5], [1, 5], [3, 4]]",2,"[0, 1, 5, 2, 3, 4]","{""1"": 1, ""0"": 2, ""5"": 2, ""2"": 1, ""3"": 1, ""4"": 1}",720,96,0,2,1.3333333333333333,3,3,0,0,1,3,"[3, 2, 1]",0.26666666666666666
3228,7,20,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]",5,"[2, 0, 1, 3, 4, 6, 5]","{""1"": 1, ""3"": 2, ""4"": 3, ""0"": 4, ""6"": 5, ""2"": 5, ""5"": 4}",5040,240,1,6,5.714285714285714,6,7,7,7,0,1,[7],0.9523809523809523
3229,10,14,"[[0, 1], [0, 2], [0, 3], [0, 6], [1, 2], [1, 3], [2, 3], [4, 5], [4, 7], [5, 6], [5, 9], [6, 7], [6, 8], [8, 9]]",4,"[0, 1, 2, 3, 6, 5, 4, 7, 8, 9]","{""6"": 1, ""4"": 2, ""7"": 3, ""1"": 2, ""2"": 3, ""3"": 4, ""5"": 4, ""8"": 1, ""0"": 1, ""9"": 4}",512,11,1,4,2.8,4,10,6,0,0,1,[10],0.3111111111111111
3230,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
3231,10,30,"[[0, 2], [0, 7], [0, 8], [0, 9], [1, 3], [1, 6], [1, 7], [1, 8], [1, 9], [2, 3], [2, 5], [2, 6], [2, 7], [2, 8], [3, 5], [3, 6], [3, 7], [3, 9], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 6], [5, 9], [6, 7], [6, 8], [6, 9], [7, 8], [7, 9]]",7,"[0, 2, 7, 8, 9, 3, 5, 6, 1, 4]","{""8"": 1, ""3"": 2, ""5"": 3, ""7"": 4, ""9"": 5, ""1"": 6, ""6"": 7, ""2"": 6, ""4"": 4, ""0"": 2}",512,34,1,8,6.0,5,10,10,9,0,1,[10],0.6666666666666666
3232,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
3233,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
3234,6,5,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
3235,7,3,"[[0, 1], [1, 2], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,96,0,2,0.8571428571428571,2,1,0,0,2,4,"[3, 2, 1, 1]",0.14285714285714285
3236,5,5,"[[0, 1], [0, 2], [1, 3], [2, 4], [3, 4]]",2,"[0, 1, 2, 3, 4]","{""1"": 1, ""2"": 2, ""3"": 1, ""0"": 2, ""4"": 2}",120,40,1,2,2.0,2,5,0,0,0,1,[5],0.5
3237,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
3238,5,2,"[[2, 3], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,12,0,2,0.8,2,1,0,0,2,3,"[3, 1, 1]",0.2
3239,11,55,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 7], [6, 8], [6, 9], [6, 10], [7, 8], [7, 9], [7, 10], [8, 9], [8, 10], [9, 10]]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""0"": 10, ""10"": 10}",512,512,1,10,10.0,11,11,11,11,0,1,[11],1.0
3240,3,1,"[[0, 1]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,4,0,1,0.6666666666666666,2,0,0,0,1,2,"[2, 1]",0.3333333333333333
3241,4,6,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]",3,"[0, 1, 2, 3]","{""1"": 1, ""2"": 2, ""0"": 3, ""3"": 3}",24,24,1,3,3.0,4,4,4,0,0,1,[4],1.0
3242,9,8,"[[0, 1], [1, 6], [1, 7], [2, 7], [3, 8], [4, 5], [4, 7], [4, 8]]",2,"[0, 1, 6, 7, 2, 4, 5, 8, 3]","{""2"": 1, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 2, ""1"": 2, ""8"": 2, ""0"": 1, ""3"": 1}",512,3,0,3,1.7777777777777777,2,4,3,0,0,1,[9],0.2222222222222222
3243,8,3,"[[4, 5], [5, 6], [6, 7]]",1,"[0, 1, 2, 3, 4, 5, 6, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,240,0,2,0.75,2,2,0,0,4,5,"[4, 1, 1, 1, 1]",0.10714285714285714
3244,6,8,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [2, 5], [3, 5], [4, 5]]",3,"[1, 2, 0, 3, 5, 4]","{""3"": 1, ""0"": 2, ""2"": 3, ""5"": 3, ""4"": 2, ""1"": 1}",720,84,0,5,2.6666666666666665,3,5,2,1,0,1,[6],0.5333333333333333
3245,9,18,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 8], [1, 4], [1, 5], [1, 8], [2, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [6, 7], [7, 8]]",5,"[2, 1, 0, 8, 3, 4, 5, 7, 6]","{""3"": 1, ""0"": 2, ""4"": 3, ""8"": 4, ""5"": 5, ""1"": 5, ""6"": 2, ""7"": 4, ""2"": 3}",512,17,1,7,4.0,4,9,8,2,0,1,[9],0.5
3246,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
3247,7,4,"[[0, 6], [1, 5], [2, 5], [3, 5]]",2,"[0, 1, 6, 2, 5, 3, 4]","{""1"": 1, ""2"": 2, ""5"": 1, ""6"": 2, ""0"": 2, ""3"": 1, ""4"": 1}",5040,768,0,3,1.1428571428571428,2,1,1,0,1,3,"[4, 2, 1]",0.19047619047619047
3248,5,3,"[[0, 1], [2, 3], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,8,0,2,1.2,2,1,0,0,0,2,"[3, 2]",0.3
3249,10,45,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 6], [5, 7], [5, 8], [5, 9], [6, 7], [6, 8], [6, 9], [7, 8], [7, 9], [8, 9]]",9,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""0"": 9, ""9"": 9}",512,512,1,9,9.0,10,10,10,10,0,1,[10],1.0
3250,5,10,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4]]",4,"[0, 1, 2, 3, 4]","{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4, ""4"": 4}",120,120,1,4,4.0,5,5,5,0,0,1,[5],1.0
3251,12,7,"[[1, 3], [1, 6], [3, 5], [6, 7], [6, 8], [8, 9], [9, 11]]",2,"[0, 1, 3, 5, 6, 7, 8, 9, 11, 2, 4, 10]","{""6"": 1, ""1"": 1, ""3"": 2, ""5"": 2, ""7"": 2, ""8"": 1, ""0"": 1, ""2"": 1, ""4"": 1, ""9"": 1, ""10"": 1, ""11"": 1}",512,1,0,3,1.1666666666666667,2,5,1,0,4,5,"[8, 1, 1, 1, 1]",0.10606060606060606
3252,3,2,"[[0, 2], [1, 2]]",1,"[0, 2, 1]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
3253,8,13,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4], [4, 5], [5, 6], [6, 7]]",4,"[0, 1, 2, 3, 4, 5, 6, 7]","{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4, ""4"": 4, ""5"": 1, ""6"": 1, ""7"": 1}",40320,1152,1,5,3.25,5,7,5,1,0,1,[8],0.4642857142857143
3254,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
3255,8,7,"[[0, 1], [1, 6], [2, 3], [2, 6], [2, 7], [3, 4], [4, 5]]",2,"[0, 1, 5, 4, 3, 2, 6, 7]","{""6"": 1, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""7"": 2, ""0"": 1}",40320,396,0,3,1.75,2,5,1,0,0,1,[8],0.25
3256,7,6,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
3257,7,6,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]]",3,"[1, 2, 3, 0, 4, 5, 6]","{""0"": 1, ""2"": 2, ""3"": 3, ""4"": 2, ""5"": 3, ""1"": 1, ""6"": 1}",5040,720,0,6,1.7142857142857142,2,1,1,1,0,1,[7],0.2857142857142857
3258,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
3259,4,4,"[[0, 2], [0, 3], [1, 2], [2, 3]]",2,"[0, 2, 3, 1]","{""2"": 1, ""3"": 2, ""0"": 2, ""1"": 1}",24,8,1,3,2.0,3,3,1,0,0,1,[4],0.6666666666666666
3260,8,7,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7]]",1,"[0, 1, 2, 3, 4, 5, 6, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,2,1,2,1.75,2,6,0,0,0,1,[8],0.25
3261,10,7,"[[0, 7], [1, 2], [2, 3], [5, 6], [5, 9], [7, 8], [8, 9]]",1,"[4, 0, 7, 8, 9, 5, 6, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1}",512,2,0,2,1.4,2,5,0,0,1,3,"[6, 3, 1]",0.15555555555555556
3262,6,2,"[[0, 3], [0, 4]]",1,"[1, 2, 3, 0, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,48,0,2,0.6666666666666666,2,1,0,0,3,4,"[3, 1, 1, 1]",0.13333333333333333
3263,4,1,"[[2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,12,0,1,0.5,2,0,0,0,2,3,"[2, 1, 1]",0.16666666666666666
3264,10,15,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 8], [5, 6], [5, 7], [5, 8], [5, 9], [6, 7], [6, 8], [6, 9], [7, 8], [7, 9], [8, 9]]",4,"[0, 1, 2, 3, 4, 8, 5, 6, 7, 9]","{""5"": 1, ""6"": 2, ""7"": 3, ""8"": 4, ""9"": 4, ""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",512,7,1,5,3.0,5,9,5,1,0,1,[10],0.3333333333333333
3265,7,5,"[[0, 4], [0, 6], [1, 4], [3, 5], [5, 6]]",1,"[1, 4, 0, 6, 5, 3, 2]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,4,0,2,1.4285714285714286,2,4,0,0,1,2,"[6, 1]",0.23809523809523808
3266,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
3267,4,3,"[[0, 2], [1, 2], [1, 3]]",1,"[0, 2, 1, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
3268,5,8,"[[0, 2], [0, 3], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4]]",3,"[0, 1, 2, 3, 4]","{""2"": 1, ""1"": 2, ""3"": 3, ""0"": 3, ""4"": 2}",120,24,1,4,3.2,4,5,4,0,0,1,[5],0.8
3269,7,12,"[[0, 1], [0, 3], [0, 4], [0, 5], [1, 3], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [3, 6], [4, 6]]",3,"[2, 5, 0, 1, 4, 3, 6]","{""4"": 1, ""0"": 2, ""1"": 3, ""2"": 1, ""3"": 2, ""5"": 3, ""6"": 3}",5040,24,1,5,3.4285714285714284,3,7,6,1,0,1,[7],0.5714285714285714
3270,12,46,"[[0, 1], [0, 2], [0, 5], [0, 7], [0, 9], [1, 2], [1, 3], [1, 4], [1, 7], [1, 8], [1, 10], [1, 11], [2, 3], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 11], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [4, 5], [4, 6], [4, 8], [4, 9], [4, 10], [4, 11], [5, 7], [5, 8], [5, 9], [5, 10], [6, 7], [6, 9], [6, 10], [7, 8], [7, 9], [7, 11], [8, 9], [8, 11], [9, 10]]",8,"[10, 0, 6, 1, 3, 9, 7, 5, 4, 2, 11, 8]","{""3"": 1, ""5"": 2, ""7"": 3, ""9"": 4, ""1"": 5, ""4"": 6, ""2"": 7, ""6"": 8, ""0"": 7, ""11"": 8, ""8"": 5, ""10"": 6}",512,1,1,10,7.666666666666667,6,12,12,12,0,1,[12],0.696969696969697
