graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,image_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
980,8,10,"[[0, 1], [0, 2], [0, 5], [0, 7], [1, 3], [1, 7], [2, 6], [2, 7], [4, 7], [5, 6]]",2,"[3, 4, 1, 7, 0, 2, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 2, ""4"": 2, ""5"": 1, ""7"": 2, ""3"": 1, ""6"": 2}",40320,8,out_dataset\two_color\graph_980.png,4,2.5,3,6,4,0,0,1,[8],0.35714285714285715
981,8,13,"[[0, 5], [1, 2], [1, 3], [1, 5], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [4, 5], [4, 7], [6, 7]]",4,"[0, 1, 3, 2, 4, 5, 6, 7]","{""1"": 1, ""2"": 2, ""4"": 3, ""5"": 4, ""3"": 3, ""7"": 1, ""0"": 4, ""6"": 2}",40320,1472,out_dataset\other_color\graph_981.png,5,3.25,3,7,6,1,0,1,[8],0.4642857142857143
982,8,13,"[[0, 2], [0, 3], [0, 5], [1, 5], [2, 4], [2, 5], [2, 6], [2, 7], [3, 5], [3, 7], [4, 5], [4, 6], [5, 7]]",3,"[1, 0, 3, 5, 2, 7, 4, 6]","{""2"": 1, ""3"": 2, ""5"": 3, ""7"": 2, ""0"": 1, ""4"": 3, ""1"": 3, ""6"": 1}",40320,36,out_dataset\three_color\graph_982.png,6,3.25,3,7,6,2,0,1,[8],0.4642857142857143
983,8,12,"[[0, 1], [0, 5], [0, 6], [0, 7], [1, 3], [1, 4], [1, 7], [2, 3], [2, 4], [2, 6], [2, 7], [3, 4]]",3,"[3, 4, 1, 2, 0, 7, 6, 5]","{""0"": 1, ""1"": 2, ""2"": 3, ""7"": 2, ""4"": 1, ""6"": 3, ""3"": 3, ""5"": 1}",40320,32,out_dataset\three_color\graph_983.png,4,3.0,3,7,6,0,0,1,[8],0.42857142857142855
984,8,11,"[[0, 1], [0, 2], [0, 4], [0, 6], [0, 7], [1, 2], [1, 6], [2, 5], [3, 5], [3, 7], [6, 7]]",3,"[1, 2, 6, 0, 5, 3, 7, 4]","{""0"": 1, ""6"": 2, ""3"": 3, ""5"": 3, ""7"": 2, ""2"": 3, ""4"": 1, ""1"": 1}",40320,276,out_dataset\three_color\graph_984.png,5,2.75,3,7,5,1,0,1,[8],0.39285714285714285
985,8,14,"[[0, 2], [0, 3], [0, 5], [0, 7], [1, 4], [1, 5], [1, 7], [2, 6], [3, 4], [3, 6], [3, 7], [4, 5], [4, 7], [5, 7]]",3,"[1, 4, 5, 7, 0, 3, 2, 6]","{""3"": 1, ""4"": 1, ""5"": 2, ""7"": 3, ""0"": 2, ""1"": 3, ""2"": 2, ""6"": 1}",40320,24,out_dataset\three_color\graph_985.png,5,3.5,4,8,6,1,0,1,[8],0.5
986,8,12,"[[0, 1], [0, 2], [0, 5], [1, 2], [1, 3], [1, 7], [2, 7], [3, 6], [4, 5], [4, 7], [5, 6], [5, 7]]",3,"[0, 2, 1, 7, 3, 5, 4, 6]","{""5"": 1, ""0"": 1, ""1"": 2, ""3"": 2, ""7"": 3, ""2"": 3, ""4"": 3, ""6"": 2}",40320,52,out_dataset\three_color\graph_986.png,4,3.0,3,8,5,0,0,1,[8],0.42857142857142855
987,8,7,"[[0, 4], [0, 6], [2, 7], [3, 4], [3, 6], [5, 7], [6, 7]]",2,"[0, 4, 3, 6, 1, 2, 7, 5]","{""6"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""7"": 1, ""5"": 1}",40320,256,out_dataset\two_color\graph_987.png,3,1.75,2,5,2,0,1,2,"[7, 1]",0.25
988,8,15,"[[0, 3], [1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [2, 3], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [4, 5], [4, 6], [5, 7]]",4,"[0, 3, 1, 2, 4, 5, 7, 6]","{""4"": 1, ""2"": 2, ""5"": 3, ""1"": 4, ""7"": 4, ""3"": 3, ""6"": 2, ""0"": 1}",40320,424,out_dataset\other_color\graph_988.png,5,3.75,4,7,6,4,0,1,[8],0.5357142857142857
989,8,14,"[[0, 6], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [2, 5], [2, 6], [2, 7], [3, 5], [4, 5], [4, 6], [5, 6], [6, 7]]",3,"[0, 7, 1, 6, 2, 5, 3, 4]","{""6"": 1, ""1"": 2, ""2"": 3, ""5"": 2, ""3"": 3, ""4"": 1, ""7"": 3, ""0"": 1}",40320,4,out_dataset\three_color\graph_989.png,6,3.5,4,7,5,3,0,1,[8],0.5
990,8,8,"[[0, 7], [1, 6], [2, 6], [3, 5], [3, 6], [4, 5], [4, 7], [5, 7]]",2,"[0, 4, 7, 5, 1, 3, 6, 2]","{""1"": 1, ""3"": 2, ""5"": 2, ""7"": 1, ""4"": 2, ""0"": 1, ""6"": 1, ""2"": 1}",40320,96,out_dataset\two_color\graph_990.png,3,2.0,3,5,3,0,0,1,[8],0.2857142857142857
991,8,10,"[[0, 2], [0, 5], [0, 7], [1, 2], [1, 3], [1, 5], [3, 6], [4, 6], [5, 6], [6, 7]]",3,"[0, 2, 1, 5, 3, 6, 4, 7]","{""0"": 1, ""7"": 1, ""5"": 2, ""3"": 3, ""6"": 2, ""1"": 3, ""2"": 3, ""4"": 3}",40320,468,out_dataset\three_color\graph_991.png,4,2.5,2,7,4,0,0,1,[8],0.35714285714285715
992,8,10,"[[0, 3], [0, 5], [0, 6], [1, 3], [1, 5], [1, 7], [2, 3], [2, 5], [3, 5], [6, 7]]",3,"[0, 6, 7, 1, 3, 5, 2, 4]","{""3"": 1, ""5"": 2, ""0"": 2, ""1"": 3, ""6"": 3, ""7"": 3, ""2"": 1, ""4"": 1}",40320,408,out_dataset\three_color\graph_992.png,4,2.5,3,7,4,0,1,2,"[7, 1]",0.35714285714285715
993,8,14,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 2], [1, 3], [1, 6], [2, 3], [2, 4], [2, 7], [3, 7], [4, 5], [6, 7]]",3,"[4, 5, 0, 1, 2, 3, 6, 7]","{""2"": 1, ""0"": 2, ""1"": 3, ""3"": 2, ""4"": 1, ""5"": 3, ""6"": 3, ""7"": 1}",40320,32,out_dataset\three_color\graph_993.png,5,3.5,4,8,6,2,0,1,[8],0.5
994,8,11,"[[0, 2], [0, 4], [1, 5], [1, 7], [2, 7], [3, 6], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 2, 1, 4, 7, 5, 6, 3]","{""1"": 1, ""4"": 2, ""7"": 3, ""2"": 3, ""5"": 1, ""0"": 2, ""6"": 2, ""3"": 1}",40320,272,out_dataset\three_color\graph_994.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
995,8,7,"[[0, 4], [0, 5], [1, 5], [2, 3], [2, 4], [3, 5], [3, 7]]",2,"[0, 4, 2, 3, 5, 1, 6, 7]","{""3"": 1, ""5"": 2, ""0"": 2, ""7"": 1, ""1"": 2, ""2"": 1, ""4"": 1, ""6"": 2}",40320,128,out_dataset\two_color\graph_995.png,3,1.75,2,5,2,0,1,2,"[7, 1]",0.25
996,8,7,"[[0, 7], [1, 2], [1, 4], [1, 7], [2, 6], [3, 4], [5, 6]]",2,"[0, 3, 4, 1, 7, 2, 5, 6]","{""7"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 2}",40320,432,out_dataset\two_color\graph_996.png,3,1.75,2,5,1,0,0,1,[8],0.25
997,8,10,"[[0, 1], [0, 2], [0, 6], [1, 7], [2, 4], [2, 5], [2, 7], [3, 7], [5, 6], [6, 7]]",3,"[0, 1, 6, 2, 7, 3, 5, 4]","{""2"": 1, ""6"": 2, ""3"": 3, ""5"": 2, ""7"": 3, ""1"": 3, ""4"": 1, ""0"": 1}",40320,286,out_dataset\three_color\graph_997.png,4,2.5,2,6,4,0,0,1,[8],0.35714285714285715
998,8,11,"[[0, 2], [0, 4], [0, 6], [0, 7], [1, 2], [1, 3], [1, 4], [1, 5], [2, 4], [3, 4], [5, 6]]",3,"[3, 1, 2, 4, 0, 5, 6, 7]","{""5"": 1, ""0"": 2, ""1"": 1, ""2"": 2, ""4"": 3, ""6"": 3, ""3"": 3, ""7"": 2}",40320,192,out_dataset\three_color\graph_998.png,4,2.75,3,7,4,0,0,1,[8],0.39285714285714285
999,8,10,"[[0, 5], [0, 7], [1, 5], [2, 4], [2, 5], [2, 6], [3, 4], [4, 6], [5, 6], [6, 7]]",3,"[0, 1, 5, 2, 6, 4, 3, 7]","{""0"": 1, ""7"": 1, ""6"": 2, ""2"": 3, ""5"": 2, ""1"": 3, ""3"": 3, ""4"": 3}",40320,542,out_dataset\three_color\graph_999.png,4,2.5,3,6,4,0,0,1,[8],0.35714285714285715
1000,8,12,"[[0, 4], [0, 5], [0, 7], [1, 2], [1, 3], [1, 7], [2, 4], [2, 7], [3, 5], [3, 6], [4, 6], [5, 7]]",4,"[0, 2, 4, 5, 6, 7, 1, 3]","{""5"": 1, ""6"": 2, ""7"": 3, ""1"": 4, ""2"": 4, ""4"": 2, ""0"": 3, ""3"": 1}",40320,3960,out_dataset\other_color\graph_1000.png,4,3.0,3,8,7,0,0,1,[8],0.42857142857142855
1001,8,7,"[[0, 4], [1, 7], [2, 5], [3, 4], [3, 5], [4, 5], [4, 6]]",2,"[0, 1, 7, 2, 5, 4, 3, 6]","{""4"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""5"": 2, ""7"": 2, ""6"": 1}",40320,192,out_dataset\two_color\graph_1001.png,4,1.75,3,3,2,0,0,2,"[6, 2]",0.25
1002,8,13,"[[0, 2], [0, 3], [0, 5], [0, 6], [1, 3], [1, 4], [1, 7], [2, 5], [2, 7], [3, 4], [3, 5], [4, 5], [5, 7]]",3,"[1, 4, 3, 5, 0, 7, 2, 6]","{""7"": 1, ""0"": 2, ""1"": 1, ""3"": 2, ""5"": 3, ""2"": 3, ""4"": 3, ""6"": 2}",40320,28,out_dataset\three_color\graph_1002.png,5,3.25,3,7,7,1,0,1,[8],0.4642857142857143
1003,8,9,"[[0, 3], [0, 4], [0, 6], [1, 4], [1, 5], [3, 4], [3, 6], [3, 7], [4, 5]]",2,"[1, 5, 4, 0, 3, 6, 2, 7]","{""3"": 1, ""0"": 2, ""2"": 2, ""4"": 1, ""5"": 2, ""6"": 2, ""7"": 1, ""1"": 1}",40320,12,out_dataset\two_color\graph_1003.png,4,2.25,3,6,3,0,1,2,"[7, 1]",0.32142857142857145
1004,8,14,"[[0, 3], [0, 4], [0, 5], [0, 6], [1, 2], [1, 3], [1, 4], [1, 5], [2, 4], [2, 6], [3, 5], [3, 6], [3, 7], [4, 6]]",3,"[2, 4, 6, 1, 0, 3, 5, 7]","{""0"": 1, ""1"": 2, ""6"": 3, ""3"": 3, ""4"": 1, ""5"": 2, ""2"": 2, ""7"": 1}",40320,2,out_dataset\three_color\graph_1004.png,5,3.5,3,7,7,1,0,1,[8],0.5
1005,8,12,"[[0, 3], [1, 2], [1, 3], [1, 5], [1, 7], [2, 7], [3, 5], [3, 6], [3, 7], [4, 6], [4, 7], [5, 7]]",3,"[0, 2, 1, 3, 7, 5, 4, 6]","{""3"": 1, ""1"": 2, ""5"": 2, ""7"": 3, ""2"": 3, ""4"": 3, ""6"": 1, ""0"": 1}",40320,76,out_dataset\three_color\graph_1005.png,5,3.0,4,7,4,2,0,1,[8],0.42857142857142855
1006,8,11,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 7], [3, 4], [3, 5], [3, 7], [4, 5], [4, 6], [4, 7]]",3,"[1, 2, 0, 3, 4, 7, 5, 6]","{""4"": 1, ""7"": 2, ""0"": 2, ""3"": 3, ""5"": 3, ""2"": 1, ""6"": 1, ""1"": 2}",40320,156,out_dataset\three_color\graph_1006.png,5,2.75,4,5,4,2,0,1,[8],0.39285714285714285
1007,8,9,"[[0, 1], [0, 4], [1, 5], [1, 7], [2, 6], [3, 5], [4, 6], [5, 7], [6, 7]]",2,"[2, 4, 6, 0, 1, 7, 5, 3]","{""6"": 1, ""7"": 1, ""0"": 2, ""1"": 2, ""4"": 2, ""2"": 1, ""5"": 2, ""3"": 1}",40320,8,out_dataset\two_color\graph_1007.png,3,2.25,3,6,4,0,0,1,[8],0.32142857142857145
1008,8,7,"[[1, 3], [1, 4], [2, 3], [2, 5], [3, 4], [3, 5], [3, 6]]",3,"[0, 1, 2, 3, 4, 5, 6, 7]","{""3"": 1, ""4"": 2, ""2"": 3, ""5"": 3, ""1"": 2, ""6"": 1, ""0"": 1, ""7"": 1}",40320,4544,out_dataset\three_color\graph_1008.png,5,1.75,3,5,1,1,2,3,"[6, 1, 1]",0.25
1009,8,9,"[[0, 1], [0, 5], [1, 7], [2, 3], [2, 5], [2, 6], [3, 4], [3, 7], [4, 6]]",2,"[0, 1, 5, 7, 2, 3, 4, 6]","{""2"": 1, ""3"": 2, ""4"": 2, ""6"": 1, ""7"": 2, ""5"": 1, ""1"": 2, ""0"": 1}",40320,64,out_dataset\two_color\graph_1009.png,3,2.25,2,8,2,0,0,1,[8],0.32142857142857145
1010,8,9,"[[0, 1], [0, 3], [0, 5], [1, 3], [1, 6], [2, 5], [3, 4], [3, 6], [4, 5]]",2,"[2, 4, 5, 0, 3, 1, 6, 7]","{""3"": 1, ""4"": 1, ""0"": 2, ""1"": 2, ""5"": 2, ""2"": 2, ""6"": 1, ""7"": 1}",40320,12,out_dataset\two_color\graph_1010.png,4,2.25,3,6,4,0,1,2,"[7, 1]",0.32142857142857145
1011,8,5,"[[0, 4], [1, 7], [3, 4], [3, 7], [4, 6]]",2,"[0, 1, 7, 3, 4, 2, 5, 6]","{""4"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""5"": 2, ""6"": 1, ""7"": 2}",40320,1856,out_dataset\two_color\graph_1011.png,3,1.25,2,3,1,0,2,3,"[6, 1, 1]",0.17857142857142858
1012,8,13,"[[0, 3], [0, 5], [1, 2], [1, 6], [1, 7], [2, 6], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [6, 7]]",3,"[0, 4, 3, 5, 1, 6, 7, 2]","{""3"": 1, ""6"": 2, ""1"": 3, ""4"": 2, ""5"": 3, ""7"": 1, ""0"": 3, ""2"": 3}",40320,140,out_dataset\three_color\graph_1012.png,5,3.25,4,8,6,1,0,1,[8],0.4642857142857143
1013,8,12,"[[0, 1], [0, 2], [0, 4], [0, 6], [1, 4], [2, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [6, 7]]",3,"[1, 0, 2, 4, 3, 6, 5, 7]","{""6"": 1, ""0"": 1, ""2"": 2, ""3"": 2, ""4"": 3, ""5"": 3, ""1"": 3, ""7"": 2}",40320,168,out_dataset\three_color\graph_1013.png,5,3.0,3,8,4,1,0,1,[8],0.42857142857142855
1014,8,7,"[[0, 5], [0, 6], [2, 4], [2, 7], [3, 4], [3, 6], [5, 6]]",2,"[0, 5, 6, 1, 3, 2, 4, 7]","{""1"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 2, ""0"": 2, ""7"": 1}",40320,360,out_dataset\two_color\graph_1014.png,3,1.75,3,6,1,0,1,2,"[7, 1]",0.25
1015,8,9,"[[0, 1], [0, 2], [1, 4], [1, 6], [2, 3], [2, 5], [3, 4], [4, 5], [6, 7]]",3,"[0, 1, 6, 7, 2, 3, 4, 5]","{""1"": 1, ""2"": 2, ""4"": 1, ""3"": 3, ""6"": 3, ""7"": 3, ""0"": 2, ""5"": 2}",40320,1524,out_dataset\three_color\graph_1015.png,3,2.25,2,7,3,0,0,1,[8],0.32142857142857145
1016,8,10,"[[0, 1], [0, 4], [0, 7], [1, 3], [1, 4], [2, 3], [2, 5], [2, 7], [3, 5], [4, 7]]",3,"[0, 1, 4, 3, 7, 2, 5, 6]","{""7"": 1, ""3"": 2, ""4"": 3, ""0"": 1, ""1"": 2, ""2"": 3, ""5"": 2, ""6"": 1}",40320,824,out_dataset\three_color\graph_1016.png,3,2.5,3,7,6,0,1,2,"[7, 1]",0.35714285714285715
1017,8,13,"[[0, 1], [0, 3], [0, 4], [0, 5], [1, 3], [1, 5], [2, 3], [2, 4], [2, 5], [2, 6], [3, 6], [4, 5], [5, 6]]",4,"[0, 1, 3, 4, 5, 2, 6, 7]","{""4"": 1, ""3"": 2, ""5"": 3, ""1"": 4, ""2"": 4, ""0"": 3, ""6"": 2, ""7"": 1}",40320,1328,out_dataset\other_color\graph_1017.png,5,3.25,3,7,7,1,1,2,"[7, 1]",0.4642857142857143
1018,8,10,"[[0, 2], [0, 3], [0, 5], [1, 2], [1, 5], [2, 3], [2, 7], [4, 6], [4, 7], [6, 7]]",2,"[1, 5, 0, 2, 3, 4, 7, 6]","{""2"": 1, ""7"": 1, ""0"": 2, ""1"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",40320,16,out_dataset\two_color\graph_1018.png,4,2.5,3,8,3,0,0,1,[8],0.35714285714285715
1019,8,5,"[[0, 1], [0, 4], [1, 6], [3, 5], [3, 6]]",1,"[2, 4, 0, 1, 6, 3, 5, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,12,out_dataset\one_color\graph_1019.png,2,1.25,2,4,0,0,2,3,"[6, 1, 1]",0.17857142857142858
1020,8,16,"[[0, 2], [0, 4], [0, 5], [0, 6], [0, 7], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 7]]",4,"[1, 2, 3, 0, 4, 5, 6, 7]","{""4"": 1, ""0"": 2, ""5"": 3, ""2"": 3, ""3"": 4, ""6"": 4, ""7"": 2, ""1"": 1}",40320,192,out_dataset\other_color\graph_1020.png,5,4.0,4,8,6,5,0,1,[8],0.5714285714285714
1021,8,10,"[[0, 2], [0, 3], [0, 4], [1, 2], [1, 5], [1, 6], [2, 3], [2, 6], [3, 4], [4, 7]]",2,"[5, 1, 6, 2, 0, 3, 4, 7]","{""0"": 1, ""2"": 2, ""3"": 2, ""6"": 1, ""1"": 2, ""4"": 1, ""5"": 1, ""7"": 1}",40320,8,out_dataset\two_color\graph_1021.png,4,2.5,3,6,5,0,0,1,[8],0.35714285714285715
1022,8,12,"[[0, 2], [0, 3], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [4, 6], [4, 7], [5, 7]]",3,"[0, 1, 3, 7, 2, 4, 5, 6]","{""2"": 1, ""3"": 2, ""4"": 2, ""7"": 3, ""0"": 1, ""1"": 3, ""5"": 3, ""6"": 1}",40320,72,out_dataset\three_color\graph_1022.png,6,3.0,3,7,4,1,0,1,[8],0.42857142857142855
1023,8,6,"[[0, 3], [1, 4], [2, 6], [3, 4], [3, 6], [4, 6]]",2,"[0, 1, 3, 4, 6, 2, 5, 7]","{""1"": 1, ""3"": 2, ""4"": 1, ""0"": 2, ""6"": 2, ""2"": 1, ""5"": 1, ""7"": 1}",40320,480,out_dataset\two_color\graph_1023.png,3,1.5,3,3,3,0,2,3,"[6, 1, 1]",0.21428571428571427
1024,8,10,"[[0, 5], [0, 7], [1, 2], [1, 3], [1, 5], [1, 7], [2, 5], [2, 7], [3, 6], [5, 7]]",3,"[0, 2, 5, 7, 1, 3, 4, 6]","{""5"": 1, ""2"": 2, ""7"": 3, ""0"": 3, ""1"": 2, ""4"": 1, ""3"": 2, ""6"": 2}",40320,368,out_dataset\three_color\graph_1024.png,4,2.5,4,6,4,0,1,2,"[7, 1]",0.35714285714285715
1025,8,8,"[[0, 3], [0, 5], [0, 7], [1, 4], [1, 6], [2, 4], [2, 6], [5, 6]]",2,"[1, 4, 2, 6, 3, 0, 5, 7]","{""6"": 1, ""5"": 1, ""0"": 2, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""7"": 2}",40320,128,out_dataset\two_color\graph_1025.png,3,2.0,2,6,2,0,0,1,[8],0.2857142857142857
1026,8,11,"[[0, 2], [1, 4], [1, 5], [1, 6], [2, 4], [3, 4], [3, 5], [4, 5], [4, 7], [5, 7], [6, 7]]",3,"[0, 2, 1, 6, 4, 5, 7, 3]","{""4"": 1, ""5"": 2, ""6"": 3, ""1"": 2, ""7"": 3, ""2"": 1, ""3"": 1, ""0"": 1}",40320,208,out_dataset\three_color\graph_1026.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
1027,8,11,"[[0, 1], [0, 4], [0, 5], [0, 7], [1, 2], [1, 5], [2, 5], [2, 6], [2, 7], [3, 5], [3, 7]]",3,"[3, 4, 0, 5, 7, 1, 2, 6]","{""5"": 1, ""7"": 2, ""0"": 3, ""1"": 3, ""3"": 2, ""4"": 3, ""2"": 1, ""6"": 1}",40320,96,out_dataset\three_color\graph_1027.png,4,2.75,3,6,5,0,0,1,[8],0.39285714285714285
1028,8,18,"[[0, 3], [0, 4], [0, 6], [0, 7], [1, 3], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 5], [3, 6], [3, 7], [4, 5], [4, 7], [5, 7], [6, 7]]",4,"[0, 7, 4, 3, 6, 5, 2, 1]","{""3"": 1, ""6"": 2, ""4"": 3, ""5"": 4, ""2"": 3, ""7"": 4, ""0"": 2, ""1"": 1}",40320,4,out_dataset\other_color\graph_1028.png,6,4.5,4,8,8,4,0,1,[8],0.6428571428571429
1029,8,15,"[[0, 1], [0, 2], [0, 3], [0, 5], [0, 7], [1, 3], [1, 6], [2, 3], [2, 4], [2, 6], [3, 6], [3, 7], [4, 6], [5, 6], [5, 7]]",4,"[1, 2, 3, 0, 6, 4, 7, 5]","{""0"": 1, ""6"": 2, ""3"": 3, ""4"": 4, ""2"": 4, ""7"": 3, ""1"": 2, ""5"": 1}",40320,388,out_dataset\other_color\graph_1029.png,5,3.75,3,8,7,3,0,1,[8],0.5357142857142857
1030,8,11,"[[0, 2], [0, 3], [1, 2], [1, 5], [1, 6], [2, 4], [2, 5], [2, 7], [3, 7], [4, 7], [5, 7]]",3,"[0, 3, 4, 2, 7, 1, 5, 6]","{""2"": 1, ""4"": 2, ""7"": 3, ""1"": 2, ""3"": 3, ""5"": 1, ""0"": 1, ""6"": 2}",40320,226,out_dataset\three_color\graph_1030.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
1031,8,9,"[[0, 1], [1, 3], [1, 4], [1, 5], [2, 6], [4, 6], [4, 7], [5, 6], [6, 7]]",2,"[0, 3, 1, 5, 4, 6, 7, 2]","{""1"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 2, ""7"": 1, ""0"": 1, ""2"": 2}",40320,4,out_dataset\two_color\graph_1031.png,4,2.25,3,5,3,0,0,1,[8],0.32142857142857145
1032,8,13,"[[0, 3], [0, 4], [0, 6], [1, 4], [1, 6], [2, 4], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 6], [4, 7]]",3,"[1, 0, 6, 4, 3, 2, 7, 5]","{""2"": 1, ""3"": 2, ""4"": 3, ""6"": 1, ""0"": 2, ""7"": 3, ""1"": 3, ""5"": 2}",40320,24,out_dataset\three_color\graph_1032.png,6,3.25,4,7,5,2,0,1,[8],0.4642857142857143
1033,8,9,"[[0, 2], [0, 6], [0, 7], [1, 6], [1, 7], [2, 4], [2, 5], [3, 6], [6, 7]]",2,"[1, 7, 6, 0, 3, 2, 4, 5]","{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""6"": 2, ""7"": 1, ""1"": 2, ""5"": 1}",40320,16,out_dataset\two_color\graph_1033.png,4,2.25,3,5,4,0,0,1,[8],0.32142857142857145
1034,8,5,"[[0, 1], [0, 3], [1, 7], [2, 4], [2, 5]]",1,"[3, 0, 1, 7, 4, 2, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,24,out_dataset\one_color\graph_1034.png,2,1.25,2,3,0,0,1,3,"[4, 3, 1]",0.17857142857142858
1035,8,6,"[[0, 2], [0, 7], [1, 4], [1, 7], [3, 5], [3, 6]]",1,"[2, 0, 7, 1, 4, 5, 3, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,8,out_dataset\one_color\graph_1035.png,2,1.5,2,4,0,0,0,2,"[5, 3]",0.21428571428571427
1036,8,8,"[[0, 5], [0, 6], [1, 2], [2, 5], [2, 7], [3, 4], [3, 5], [3, 6]]",2,"[0, 6, 3, 5, 4, 1, 2, 7]","{""5"": 1, ""0"": 1, ""1"": 2, ""2"": 1, ""3"": 2, ""4"": 2, ""6"": 2, ""7"": 1}",40320,64,out_dataset\two_color\graph_1036.png,3,2.0,2,5,3,0,0,1,[8],0.2857142857142857
1037,8,9,"[[0, 1], [1, 2], [1, 5], [1, 7], [3, 4], [3, 6], [3, 7], [5, 7], [6, 7]]",2,"[0, 2, 1, 5, 7, 3, 6, 4]","{""1"": 1, ""2"": 2, ""5"": 2, ""7"": 1, ""3"": 2, ""6"": 1, ""0"": 1, ""4"": 2}",40320,8,out_dataset\two_color\graph_1037.png,4,2.25,3,5,3,0,0,1,[8],0.32142857142857145
1038,8,12,"[[0, 2], [0, 4], [0, 5], [0, 7], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [3, 7], [4, 6], [6, 7]]",4,"[0, 2, 5, 1, 4, 3, 6, 7]","{""0"": 1, ""3"": 2, ""4"": 3, ""7"": 1, ""1"": 4, ""2"": 2, ""5"": 4, ""6"": 3}",40320,2960,out_dataset\other_color\graph_1038.png,4,3.0,3,8,6,0,0,1,[8],0.42857142857142855
1039,8,10,"[[0, 2], [0, 4], [0, 7], [1, 3], [1, 5], [2, 6], [3, 4], [3, 5], [5, 7], [6, 7]]",2,"[1, 3, 5, 4, 0, 7, 2, 6]","{""5"": 1, ""7"": 1, ""0"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""1"": 1, ""6"": 1}",40320,16,out_dataset\two_color\graph_1039.png,3,2.5,3,8,4,0,0,1,[8],0.35714285714285715
1040,8,15,"[[0, 2], [0, 7], [1, 2], [1, 3], [1, 5], [1, 7], [2, 3], [2, 4], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [4, 6], [4, 7]]",4,"[0, 1, 5, 2, 7, 3, 4, 6]","{""2"": 1, ""7"": 2, ""3"": 3, ""5"": 4, ""1"": 3, ""4"": 4, ""0"": 2, ""6"": 1}",40320,492,out_dataset\other_color\graph_1040.png,6,3.75,4,8,6,2,0,1,[8],0.5357142857142857
1041,8,14,"[[0, 1], [0, 4], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 5], [2, 7], [3, 4], [3, 5], [3, 6], [4, 5], [6, 7]]",3,"[0, 4, 1, 3, 5, 6, 2, 7]","{""3"": 1, ""5"": 2, ""1"": 3, ""2"": 1, ""4"": 2, ""6"": 3, ""0"": 1, ""7"": 2}",40320,20,out_dataset\three_color\graph_1041.png,5,3.5,4,8,6,2,0,1,[8],0.5
1042,8,11,"[[0, 6], [0, 7], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 4], [3, 6], [4, 6], [5, 6]]",3,"[0, 3, 7, 2, 6, 1, 4, 5]","{""1"": 1, ""6"": 2, ""2"": 3, ""3"": 1, ""7"": 3, ""0"": 2, ""4"": 3, ""5"": 2}",40320,232,out_dataset\three_color\graph_1042.png,5,2.75,3,7,3,2,0,1,[8],0.39285714285714285
